ccode,country,year,month,reign_type,milreg
92,El Salvador,1988,6,Indirect Military,1
92,El Salvador,1988,7,Indirect Military,1
92,El Salvador,1988,8,Indirect Military,1
92,El Salvador,1988,9,Indirect Military,1
92,El Salvador,1988,10,Indirect Military,1
92,El Salvador,1988,11,Indirect Military,1
92,El Salvador,1988,12,Indirect Military,1
92,El Salvador,1989,1,Indirect Military,1
92,El Salvador,1989,2,Indirect Military,1
92,El Salvador,1989,3,Indirect Military,1
92,El Salvador,1989,4,Indirect Military,1
92,El Salvador,1989,5,Indirect Military,1
92,El Salvador,1989,6,Indirect Military,1
115,Suriname,1980,2,Indirect Military,1
115,Suriname,1980,3,Indirect Military,1
115,Suriname,1980,4,Indirect Military,1
115,Suriname,1980,5,Indirect Military,1
115,Suriname,1980,6,Indirect Military,1
115,Suriname,1980,7,Indirect Military,1
115,Suriname,1980,8,Indirect Military,1
115,Suriname,1980,9,Indirect Military,1
115,Suriname,1980,10,Indirect Military,1
115,Suriname,1980,11,Indirect Military,1
115,Suriname,1980,12,Indirect Military,1
115,Suriname,1981,1,Indirect Military,1
115,Suriname,1981,2,Indirect Military,1
115,Suriname,1981,3,Indirect Military,1
115,Suriname,1981,4,Indirect Military,1
115,Suriname,1981,5,Indirect Military,1
115,Suriname,1981,6,Indirect Military,1
115,Suriname,1981,7,Indirect Military,1
115,Suriname,1981,8,Indirect Military,1
115,Suriname,1981,9,Indirect Military,1
115,Suriname,1981,10,Indirect Military,1
115,Suriname,1981,11,Indirect Military,1
115,Suriname,1981,12,Indirect Military,1
115,Suriname,1982,1,Indirect Military,1
115,Suriname,1982,2,Indirect Military,1
115,Suriname,1982,3,Indirect Military,1
115,Suriname,1982,4,Indirect Military,1
115,Suriname,1982,5,Indirect Military,1
115,Suriname,1982,6,Indirect Military,1
115,Suriname,1982,7,Indirect Military,1
115,Suriname,1982,8,Indirect Military,1
115,Suriname,1982,9,Indirect Military,1
115,Suriname,1982,10,Indirect Military,1
115,Suriname,1982,11,Indirect Military,1
115,Suriname,1982,12,Indirect Military,1
115,Suriname,1983,1,Indirect Military,1
115,Suriname,1983,2,Indirect Military,1
115,Suriname,1983,3,Indirect Military,1
115,Suriname,1983,4,Indirect Military,1
115,Suriname,1983,5,Indirect Military,1
115,Suriname,1983,6,Indirect Military,1
115,Suriname,1983,7,Indirect Military,1
115,Suriname,1983,8,Indirect Military,1
115,Suriname,1983,9,Indirect Military,1
115,Suriname,1983,10,Indirect Military,1
115,Suriname,1983,11,Indirect Military,1
115,Suriname,1983,12,Indirect Military,1
115,Suriname,1984,1,Indirect Military,1
115,Suriname,1984,2,Indirect Military,1
115,Suriname,1984,3,Indirect Military,1
115,Suriname,1984,4,Indirect Military,1
115,Suriname,1984,5,Indirect Military,1
115,Suriname,1984,6,Indirect Military,1
115,Suriname,1984,7,Indirect Military,1
115,Suriname,1984,8,Indirect Military,1
115,Suriname,1984,9,Indirect Military,1
115,Suriname,1984,10,Indirect Military,1
115,Suriname,1984,11,Indirect Military,1
115,Suriname,1984,12,Indirect Military,1
115,Suriname,1985,1,Indirect Military,1
115,Suriname,1985,2,Indirect Military,1
115,Suriname,1985,3,Indirect Military,1
115,Suriname,1985,4,Indirect Military,1
115,Suriname,1985,5,Indirect Military,1
115,Suriname,1985,6,Indirect Military,1
115,Suriname,1985,7,Indirect Military,1
115,Suriname,1985,8,Indirect Military,1
115,Suriname,1985,9,Indirect Military,1
115,Suriname,1985,10,Indirect Military,1
115,Suriname,1985,11,Indirect Military,1
115,Suriname,1985,12,Indirect Military,1
115,Suriname,1986,1,Indirect Military,1
115,Suriname,1986,2,Indirect Military,1
115,Suriname,1986,3,Indirect Military,1
115,Suriname,1986,4,Indirect Military,1
115,Suriname,1986,5,Indirect Military,1
115,Suriname,1986,6,Indirect Military,1
115,Suriname,1986,7,Indirect Military,1
115,Suriname,1986,8,Indirect Military,1
115,Suriname,1986,9,Indirect Military,1
115,Suriname,1986,10,Indirect Military,1
115,Suriname,1986,11,Indirect Military,1
115,Suriname,1986,12,Indirect Military,1
115,Suriname,1987,1,Indirect Military,1
115,Suriname,1987,2,Indirect Military,1
115,Suriname,1987,3,Indirect Military,1
115,Suriname,1987,4,Indirect Military,1
115,Suriname,1987,5,Indirect Military,1
115,Suriname,1987,6,Indirect Military,1
115,Suriname,1987,7,Indirect Military,1
115,Suriname,1987,8,Indirect Military,1
115,Suriname,1987,9,Indirect Military,1
115,Suriname,1987,10,Indirect Military,1
115,Suriname,1987,11,Indirect Military,1
115,Suriname,1987,12,Indirect Military,1
115,Suriname,1988,1,Indirect Military,1
160,Argentina,1958,2,Indirect Military,1
160,Argentina,1958,3,Indirect Military,1
160,Argentina,1958,4,Indirect Military,1
160,Argentina,1958,5,Indirect Military,1
160,Argentina,1958,6,Indirect Military,1
160,Argentina,1958,7,Indirect Military,1
160,Argentina,1958,8,Indirect Military,1
160,Argentina,1958,9,Indirect Military,1
160,Argentina,1958,10,Indirect Military,1
160,Argentina,1958,11,Indirect Military,1
160,Argentina,1958,12,Indirect Military,1
160,Argentina,1959,1,Indirect Military,1
160,Argentina,1959,2,Indirect Military,1
160,Argentina,1959,3,Indirect Military,1
160,Argentina,1959,4,Indirect Military,1
160,Argentina,1959,5,Indirect Military,1
160,Argentina,1959,6,Indirect Military,1
160,Argentina,1959,7,Indirect Military,1
160,Argentina,1959,8,Indirect Military,1
160,Argentina,1959,9,Indirect Military,1
160,Argentina,1959,10,Indirect Military,1
160,Argentina,1959,11,Indirect Military,1
160,Argentina,1959,12,Indirect Military,1
160,Argentina,1960,1,Indirect Military,1
160,Argentina,1960,2,Indirect Military,1
160,Argentina,1960,3,Indirect Military,1
160,Argentina,1960,4,Indirect Military,1
160,Argentina,1960,5,Indirect Military,1
160,Argentina,1960,6,Indirect Military,1
160,Argentina,1960,7,Indirect Military,1
160,Argentina,1960,8,Indirect Military,1
160,Argentina,1960,9,Indirect Military,1
160,Argentina,1960,10,Indirect Military,1
160,Argentina,1960,11,Indirect Military,1
160,Argentina,1960,12,Indirect Military,1
160,Argentina,1961,1,Indirect Military,1
160,Argentina,1961,2,Indirect Military,1
160,Argentina,1961,3,Indirect Military,1
160,Argentina,1961,4,Indirect Military,1
160,Argentina,1961,5,Indirect Military,1
160,Argentina,1961,6,Indirect Military,1
160,Argentina,1961,7,Indirect Military,1
160,Argentina,1961,8,Indirect Military,1
160,Argentina,1961,9,Indirect Military,1
160,Argentina,1961,10,Indirect Military,1
160,Argentina,1961,11,Indirect Military,1
160,Argentina,1961,12,Indirect Military,1
160,Argentina,1962,1,Indirect Military,1
160,Argentina,1962,2,Indirect Military,1
160,Argentina,1962,3,Indirect Military,1
160,Argentina,1962,4,Indirect Military,1
160,Argentina,1962,5,Indirect Military,1
160,Argentina,1962,6,Indirect Military,1
160,Argentina,1962,7,Indirect Military,1
160,Argentina,1962,8,Indirect Military,1
160,Argentina,1962,9,Indirect Military,1
160,Argentina,1962,10,Indirect Military,1
160,Argentina,1962,11,Indirect Military,1
160,Argentina,1962,12,Indirect Military,1
160,Argentina,1963,1,Indirect Military,1
160,Argentina,1963,2,Indirect Military,1
160,Argentina,1963,3,Indirect Military,1
160,Argentina,1963,4,Indirect Military,1
160,Argentina,1963,5,Indirect Military,1
160,Argentina,1963,6,Indirect Military,1
160,Argentina,1963,7,Indirect Military,1
160,Argentina,1963,8,Indirect Military,1
160,Argentina,1963,9,Indirect Military,1
160,Argentina,1963,10,Indirect Military,1
160,Argentina,1963,11,Indirect Military,1
160,Argentina,1963,12,Indirect Military,1
160,Argentina,1964,1,Indirect Military,1
160,Argentina,1964,2,Indirect Military,1
160,Argentina,1964,3,Indirect Military,1
160,Argentina,1964,4,Indirect Military,1
160,Argentina,1964,5,Indirect Military,1
160,Argentina,1964,6,Indirect Military,1
160,Argentina,1964,7,Indirect Military,1
160,Argentina,1964,8,Indirect Military,1
160,Argentina,1964,9,Indirect Military,1
160,Argentina,1964,10,Indirect Military,1
160,Argentina,1964,11,Indirect Military,1
160,Argentina,1964,12,Indirect Military,1
160,Argentina,1965,1,Indirect Military,1
160,Argentina,1965,2,Indirect Military,1
160,Argentina,1965,3,Indirect Military,1
160,Argentina,1965,4,Indirect Military,1
160,Argentina,1965,5,Indirect Military,1
160,Argentina,1965,6,Indirect Military,1
160,Argentina,1965,7,Indirect Military,1
160,Argentina,1965,8,Indirect Military,1
160,Argentina,1965,9,Indirect Military,1
160,Argentina,1965,10,Indirect Military,1
160,Argentina,1965,11,Indirect Military,1
160,Argentina,1965,12,Indirect Military,1
160,Argentina,1966,1,Indirect Military,1
160,Argentina,1966,2,Indirect Military,1
160,Argentina,1966,3,Indirect Military,1
160,Argentina,1966,4,Indirect Military,1
160,Argentina,1966,5,Indirect Military,1
160,Argentina,1966,6,Indirect Military,1
490,Congo/Zaire,1960,9,Indirect Military,1
490,Congo/Zaire,1960,10,Indirect Military,1
490,Congo/Zaire,1960,11,Indirect Military,1
490,Congo/Zaire,1960,12,Indirect Military,1
490,Congo/Zaire,1961,1,Indirect Military,1
490,Congo/Zaire,1961,2,Indirect Military,1
490,Congo/Zaire,1961,3,Indirect Military,1
490,Congo/Zaire,1961,4,Indirect Military,1
490,Congo/Zaire,1961,5,Indirect Military,1
490,Congo/Zaire,1961,6,Indirect Military,1
490,Congo/Zaire,1961,7,Indirect Military,1
490,Congo/Zaire,1961,8,Indirect Military,1
490,Congo/Zaire,1961,9,Indirect Military,1
490,Congo/Zaire,1961,10,Indirect Military,1
490,Congo/Zaire,1961,11,Indirect Military,1
490,Congo/Zaire,1961,12,Indirect Military,1
490,Congo/Zaire,1962,1,Indirect Military,1
490,Congo/Zaire,1962,2,Indirect Military,1
490,Congo/Zaire,1962,3,Indirect Military,1
490,Congo/Zaire,1962,4,Indirect Military,1
490,Congo/Zaire,1962,5,Indirect Military,1
490,Congo/Zaire,1962,6,Indirect Military,1
490,Congo/Zaire,1962,7,Indirect Military,1
490,Congo/Zaire,1962,8,Indirect Military,1
490,Congo/Zaire,1962,9,Indirect Military,1
490,Congo/Zaire,1962,10,Indirect Military,1
490,Congo/Zaire,1962,11,Indirect Military,1
490,Congo/Zaire,1962,12,Indirect Military,1
490,Congo/Zaire,1963,1,Indirect Military,1
490,Congo/Zaire,1963,2,Indirect Military,1
490,Congo/Zaire,1963,3,Indirect Military,1
490,Congo/Zaire,1963,4,Indirect Military,1
490,Congo/Zaire,1963,5,Indirect Military,1
490,Congo/Zaire,1963,6,Indirect Military,1
490,Congo/Zaire,1963,7,Indirect Military,1
490,Congo/Zaire,1963,8,Indirect Military,1
490,Congo/Zaire,1963,9,Indirect Military,1
490,Congo/Zaire,1963,10,Indirect Military,1
490,Congo/Zaire,1963,11,Indirect Military,1
490,Congo/Zaire,1963,12,Indirect Military,1
490,Congo/Zaire,1964,1,Indirect Military,1
490,Congo/Zaire,1964,2,Indirect Military,1
490,Congo/Zaire,1964,3,Indirect Military,1
490,Congo/Zaire,1964,4,Indirect Military,1
490,Congo/Zaire,1964,5,Indirect Military,1
490,Congo/Zaire,1964,6,Indirect Military,1
490,Congo/Zaire,1964,7,Indirect Military,1
490,Congo/Zaire,1964,8,Indirect Military,1
490,Congo/Zaire,1964,9,Indirect Military,1
490,Congo/Zaire,1964,10,Indirect Military,1
490,Congo/Zaire,1964,11,Indirect Military,1
490,Congo/Zaire,1964,12,Indirect Military,1
490,Congo/Zaire,1965,1,Indirect Military,1
490,Congo/Zaire,1965,2,Indirect Military,1
490,Congo/Zaire,1965,3,Indirect Military,1
490,Congo/Zaire,1965,4,Indirect Military,1
490,Congo/Zaire,1965,5,Indirect Military,1
490,Congo/Zaire,1965,6,Indirect Military,1
490,Congo/Zaire,1965,7,Indirect Military,1
490,Congo/Zaire,1965,8,Indirect Military,1
490,Congo/Zaire,1965,9,Indirect Military,1
490,Congo/Zaire,1965,10,Indirect Military,1
490,Congo/Zaire,1965,11,Indirect Military,1
652,Syria,1950,1,Indirect Military,1
652,Syria,1950,2,Indirect Military,1
652,Syria,1950,3,Indirect Military,1
652,Syria,1950,4,Indirect Military,1
652,Syria,1950,5,Indirect Military,1
652,Syria,1950,6,Indirect Military,1
652,Syria,1950,7,Indirect Military,1
652,Syria,1950,8,Indirect Military,1
652,Syria,1950,9,Indirect Military,1
652,Syria,1950,10,Indirect Military,1
652,Syria,1950,11,Indirect Military,1
652,Syria,1950,12,Indirect Military,1
652,Syria,1951,1,Indirect Military,1
652,Syria,1951,2,Indirect Military,1
652,Syria,1951,3,Indirect Military,1
652,Syria,1951,4,Indirect Military,1
652,Syria,1951,5,Indirect Military,1
652,Syria,1951,6,Indirect Military,1
652,Syria,1951,7,Indirect Military,1
652,Syria,1951,8,Indirect Military,1
652,Syria,1951,9,Indirect Military,1
652,Syria,1951,10,Indirect Military,1
652,Syria,1962,3,Indirect Military,1
652,Syria,1962,4,Indirect Military,1
652,Syria,1962,5,Indirect Military,1
652,Syria,1962,6,Indirect Military,1
652,Syria,1962,7,Indirect Military,1
652,Syria,1962,8,Indirect Military,1
652,Syria,1962,9,Indirect Military,1
652,Syria,1962,10,Indirect Military,1
652,Syria,1962,11,Indirect Military,1
652,Syria,1962,12,Indirect Military,1
652,Syria,1963,1,Indirect Military,1
652,Syria,1963,2,Indirect Military,1
652,Syria,1963,3,Indirect Military,1
41,Haiti,1957,4,Military,1
41,Haiti,1957,5,Military,1
41,Haiti,1988,2,Military,1
41,Haiti,1988,3,Military,1
41,Haiti,1988,4,Military,1
41,Haiti,1988,5,Military,1
41,Haiti,1988,6,Military,1
41,Haiti,1988,7,Military,1
41,Haiti,1988,8,Military,1
41,Haiti,1988,9,Military,1
41,Haiti,1991,9,Military,1
41,Haiti,1991,10,Military,1
41,Haiti,1991,11,Military,1
41,Haiti,1991,12,Military,1
41,Haiti,1992,1,Military,1
41,Haiti,1992,2,Military,1
41,Haiti,1992,3,Military,1
41,Haiti,1992,4,Military,1
41,Haiti,1992,5,Military,1
41,Haiti,1992,6,Military,1
41,Haiti,1992,7,Military,1
41,Haiti,1992,8,Military,1
41,Haiti,1992,9,Military,1
41,Haiti,1992,10,Military,1
41,Haiti,1992,11,Military,1
41,Haiti,1992,12,Military,1
41,Haiti,1993,1,Military,1
41,Haiti,1993,2,Military,1
41,Haiti,1993,3,Military,1
41,Haiti,1993,4,Military,1
41,Haiti,1993,5,Military,1
41,Haiti,1993,6,Military,1
41,Haiti,1993,7,Military,1
41,Haiti,1993,8,Military,1
41,Haiti,1993,9,Military,1
41,Haiti,1993,10,Military,1
41,Haiti,1993,11,Military,1
41,Haiti,1993,12,Military,1
41,Haiti,1994,1,Military,1
41,Haiti,1994,2,Military,1
41,Haiti,1994,3,Military,1
41,Haiti,1994,4,Military,1
41,Haiti,1994,5,Military,1
41,Haiti,1994,6,Military,1
41,Haiti,1994,7,Military,1
41,Haiti,1994,8,Military,1
41,Haiti,1994,9,Military,1
41,Haiti,1994,10,Military,1
42,Dominican Rep,1963,9,Military,1
42,Dominican Rep,1963,10,Military,1
42,Dominican Rep,1963,11,Military,1
42,Dominican Rep,1963,12,Military,1
42,Dominican Rep,1964,1,Military,1
42,Dominican Rep,1964,2,Military,1
42,Dominican Rep,1964,3,Military,1
42,Dominican Rep,1964,4,Military,1
42,Dominican Rep,1964,5,Military,1
42,Dominican Rep,1964,6,Military,1
42,Dominican Rep,1964,7,Military,1
42,Dominican Rep,1964,8,Military,1
42,Dominican Rep,1964,9,Military,1
42,Dominican Rep,1964,10,Military,1
42,Dominican Rep,1964,11,Military,1
42,Dominican Rep,1964,12,Military,1
42,Dominican Rep,1965,1,Military,1
42,Dominican Rep,1965,2,Military,1
42,Dominican Rep,1965,3,Military,1
42,Dominican Rep,1965,4,Military,1
55,Grenada,1983,10,Military,1
90,Guatemala,1954,6,Military,1
90,Guatemala,1954,7,Military,1
90,Guatemala,1957,10,Military,1
90,Guatemala,1957,11,Military,1
90,Guatemala,1957,12,Military,1
90,Guatemala,1958,1,Military,1
90,Guatemala,1958,2,Military,1
90,Guatemala,1958,3,Military,1
90,Guatemala,1963,3,Military,1
90,Guatemala,1963,4,Military,1
90,Guatemala,1963,5,Military,1
90,Guatemala,1963,6,Military,1
90,Guatemala,1963,7,Military,1
90,Guatemala,1963,8,Military,1
90,Guatemala,1963,9,Military,1
90,Guatemala,1963,10,Military,1
90,Guatemala,1963,11,Military,1
90,Guatemala,1963,12,Military,1
90,Guatemala,1964,1,Military,1
90,Guatemala,1964,2,Military,1
90,Guatemala,1964,3,Military,1
90,Guatemala,1964,4,Military,1
90,Guatemala,1964,5,Military,1
90,Guatemala,1964,6,Military,1
90,Guatemala,1964,7,Military,1
90,Guatemala,1964,8,Military,1
90,Guatemala,1964,9,Military,1
90,Guatemala,1964,10,Military,1
90,Guatemala,1964,11,Military,1
90,Guatemala,1964,12,Military,1
90,Guatemala,1965,1,Military,1
90,Guatemala,1965,2,Military,1
90,Guatemala,1965,3,Military,1
90,Guatemala,1965,4,Military,1
90,Guatemala,1965,5,Military,1
90,Guatemala,1965,6,Military,1
90,Guatemala,1965,7,Military,1
90,Guatemala,1965,8,Military,1
90,Guatemala,1965,9,Military,1
90,Guatemala,1965,10,Military,1
90,Guatemala,1965,11,Military,1
90,Guatemala,1965,12,Military,1
90,Guatemala,1966,1,Military,1
90,Guatemala,1966,2,Military,1
90,Guatemala,1966,3,Military,1
90,Guatemala,1966,4,Military,1
90,Guatemala,1970,3,Military,1
90,Guatemala,1970,4,Military,1
90,Guatemala,1970,5,Military,1
90,Guatemala,1970,6,Military,1
90,Guatemala,1970,7,Military,1
90,Guatemala,1970,8,Military,1
90,Guatemala,1970,9,Military,1
90,Guatemala,1970,10,Military,1
90,Guatemala,1970,11,Military,1
90,Guatemala,1970,12,Military,1
90,Guatemala,1971,1,Military,1
90,Guatemala,1971,2,Military,1
90,Guatemala,1971,3,Military,1
90,Guatemala,1971,4,Military,1
90,Guatemala,1971,5,Military,1
90,Guatemala,1971,6,Military,1
90,Guatemala,1971,7,Military,1
90,Guatemala,1971,8,Military,1
90,Guatemala,1971,9,Military,1
90,Guatemala,1971,10,Military,1
90,Guatemala,1971,11,Military,1
90,Guatemala,1971,12,Military,1
90,Guatemala,1972,1,Military,1
90,Guatemala,1972,2,Military,1
90,Guatemala,1972,3,Military,1
90,Guatemala,1972,4,Military,1
90,Guatemala,1972,5,Military,1
90,Guatemala,1972,6,Military,1
90,Guatemala,1972,7,Military,1
90,Guatemala,1972,8,Military,1
90,Guatemala,1972,9,Military,1
90,Guatemala,1972,10,Military,1
90,Guatemala,1972,11,Military,1
90,Guatemala,1972,12,Military,1
